,Notes,UCD - ICD Chapter,UCD - ICD Chapter Code,Race,Race Code,Gender,Gender Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Year,Year Code,Deaths,Population
6419,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,65-74 years,65-74,2007.0,2007.0,36.0,76188,47.3
6420,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,65-74 years,65-74,2008.0,2008.0,35.0,78082,44.8
6421,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,65-74 years,65-74,2009.0,2009.0,47.0,80447,58.4
6422,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,65-74 years,65-74,2010.0,2010.0,47.0,81843,57.4
6423,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,65-74 years,65-74,2011.0,2011.0,45.0,84242,53.4
6424,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,65-74 years,65-74,2012.0,2012.0,45.0,87731,51.3
6425,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,65-74 years,65-74,2013.0,2013.0,51.0,91204,55.9
6426,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,65-74 years,65-74,2014.0,2014.0,62.0,94791,65.4
6427,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,65-74 years,65-74,2015.0,2015.0,44.0,98666,44.6
6428,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,65-74 years,65-74,2016.0,2016.0,54.0,102188,52.8
6429,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,65-74 years,65-74,2017.0,2017.0,44.0,107308,41.0
6430,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,75-84 years,75-84,1999.0,1999.0,66.0,28321,233.0
6431,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,75-84 years,75-84,2000.0,2000.0,65.0,29068,223.6
6432,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,75-84 years,75-84,2001.0,2001.0,57.0,30568,186.5
6433,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,75-84 years,75-84,2002.0,2002.0,63.0,31456,200.3
6434,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,75-84 years,75-84,2003.0,2003.0,56.0,32278,173.5
6435,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,75-84 years,75-84,2004.0,2004.0,53.0,32984,160.7
6436,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,75-84 years,75-84,2005.0,2005.0,56.0,33576,166.8
6437,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,75-84 years,75-84,2006.0,2006.0,60.0,33908,176.9
6438,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,75-84 years,75-84,2007.0,2007.0,66.0,34333,192.2
6439,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,75-84 years,75-84,2008.0,2008.0,59.0,34649,170.3
6440,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,75-84 years,75-84,2009.0,2009.0,53.0,35085,151.1
6441,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,75-84 years,75-84,2010.0,2010.0,66.0,35951,183.6
6442,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,75-84 years,75-84,2011.0,2011.0,55.0,37576,146.4
6443,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,75-84 years,75-84,2012.0,2012.0,56.0,38524,145.4
6444,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,75-84 years,75-84,2013.0,2013.0,68.0,40337,168.6
6445,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,75-84 years,75-84,2014.0,2014.0,56.0,42107,133.0
6446,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,75-84 years,75-84,2015.0,2015.0,71.0,43503,163.2
6447,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,75-84 years,75-84,2016.0,2016.0,64.0,45142,141.8
6448,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,75-84 years,75-84,2017.0,2017.0,71.0,47766,148.6
6449,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,85+ years,85+,1999.0,1999.0,26.0,6656,390.6
6450,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,85+ years,85+,2000.0,2000.0,33.0,6910,477.6
6451,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,85+ years,85+,2001.0,2001.0,26.0,6968,373.1
6452,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,85+ years,85+,2002.0,2002.0,33.0,7087,465.6
6453,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,85+ years,85+,2003.0,2003.0,37.0,7326,505.1
6454,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,85+ years,85+,2004.0,2004.0,42.0,7657,548.5
6455,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,85+ years,85+,2005.0,2005.0,28.0,8231,340.2
6456,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,85+ years,85+,2006.0,2006.0,35.0,8572,408.3
6457,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,85+ years,85+,2007.0,2007.0,42.0,9048,464.2
6458,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,85+ years,85+,2008.0,2008.0,31.0,9574,323.8
6459,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,85+ years,85+,2009.0,2009.0,28.0,10207,274.3
6460,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,85+ years,85+,2010.0,2010.0,39.0,10470,372.5
6461,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,85+ years,85+,2011.0,2011.0,45.0,11074,406.4
6462,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,85+ years,85+,2012.0,2012.0,31.0,11800,262.7
6463,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,85+ years,85+,2013.0,2013.0,44.0,12477,352.6
6464,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,85+ years,85+,2014.0,2014.0,48.0,13259,362.0
6465,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,85+ years,85+,2015.0,2015.0,45.0,13871,324.4
6466,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,85+ years,85+,2016.0,2016.0,51.0,14396,354.3
6467,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,85+ years,85+,2017.0,2017.0,46.0,15430,298.1
6468,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,35-44 years,35-44,1999.0,1999.0,11.0,1155928,Unreliable
6469,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,35-44 years,35-44,2000.0,2000.0,17.0,1152891,Unreliable
6470,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,35-44 years,35-44,2001.0,2001.0,16.0,1142201,Unreliable
6471,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,35-44 years,35-44,2002.0,2002.0,11.0,1125968,Unreliable
6472,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,35-44 years,35-44,2003.0,2003.0,13.0,1106315,Unreliable
6473,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,35-44 years,35-44,2005.0,2005.0,11.0,1061194,Unreliable
6474,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,35-44 years,35-44,2006.0,2006.0,11.0,1036499,Unreliable
6475,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,35-44 years,35-44,2007.0,2007.0,11.0,1007403,Unreliable
6476,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,35-44 years,35-44,2012.0,2012.0,13.0,885259,Unreliable
6477,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,35-44 years,35-44,2013.0,2013.0,10.0,872370,Unreliable
6478,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,35-44 years,35-44,2016.0,2016.0,11.0,836014,Unreliable
6479,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,45-54 years,45-54,1999.0,1999.0,29.0,995847,2.9
6480,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,45-54 years,45-54,2000.0,2000.0,24.0,1015803,2.4
6481,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,45-54 years,45-54,2001.0,2001.0,35.0,1042225,3.4
6482,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,45-54 years,45-54,2002.0,2002.0,29.0,1039892,2.8
6483,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,45-54 years,45-54,2003.0,2003.0,30.0,1046285,2.9
6484,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,45-54 years,45-54,2004.0,2004.0,33.0,1052747,3.1
6485,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,45-54 years,45-54,2005.0,2005.0,32.0,1058998,3.0
6486,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,45-54 years,45-54,2006.0,2006.0,37.0,1065052,3.5
6487,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,45-54 years,45-54,2007.0,2007.0,33.0,1068719,3.1
6488,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,45-54 years,45-54,2008.0,2008.0,28.0,1071317,2.6
6489,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,45-54 years,45-54,2009.0,2009.0,35.0,1074816,3.3
6490,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,45-54 years,45-54,2010.0,2010.0,30.0,1072793,2.8
6491,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,45-54 years,45-54,2011.0,2011.0,26.0,1060991,2.5
6492,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,45-54 years,45-54,2012.0,2012.0,30.0,1046598,2.9
6493,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,45-54 years,45-54,2013.0,2013.0,38.0,1030583,3.7
6494,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,45-54 years,45-54,2014.0,2014.0,22.0,1012669,2.2
6495,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,45-54 years,45-54,2015.0,2015.0,28.0,994596,2.8
6496,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,45-54 years,45-54,2016.0,2016.0,24.0,971811,2.5
6497,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,45-54 years,45-54,2017.0,2017.0,35.0,947313,3.7
6498,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,55-64 years,55-64,1999.0,1999.0,56.0,691023,8.1
6499,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,55-64 years,55-64,2000.0,2000.0,82.0,698354,11.7
6500,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,55-64 years,55-64,2001.0,2001.0,76.0,713492,10.7
6501,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,55-64 years,55-64,2002.0,2002.0,79.0,750744,10.5
6502,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,55-64 years,55-64,2003.0,2003.0,78.0,777141,10.0
6503,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,55-64 years,55-64,2004.0,2004.0,79.0,801314,9.9
6504,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,55-64 years,55-64,2005.0,2005.0,74.0,822688,9.0
6505,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,55-64 years,55-64,2006.0,2006.0,75.0,845290,8.9
6506,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,55-64 years,55-64,2007.0,2007.0,89.0,864219,10.3
6507,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,55-64 years,55-64,2008.0,2008.0,81.0,876582,9.2
6508,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,55-64 years,55-64,2009.0,2009.0,79.0,899296,8.8
6509,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,55-64 years,55-64,2010.0,2010.0,77.0,918247,8.4
6510,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,55-64 years,55-64,2011.0,2011.0,67.0,946215,7.1
6511,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,55-64 years,55-64,2012.0,2012.0,82.0,947862,8.7
6512,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,55-64 years,55-64,2013.0,2013.0,60.0,957409,6.3
6513,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,55-64 years,55-64,2014.0,2014.0,67.0,965804,6.9
6514,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,55-64 years,55-64,2015.0,2015.0,76.0,976142,7.8
6515,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,55-64 years,55-64,2016.0,2016.0,90.0,980677,9.2
6516,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,55-64 years,55-64,2017.0,2017.0,91.0,985877,9.2
6517,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,65-74 years,65-74,1999.0,1999.0,213.0,586657,36.3
6518,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,65-74 years,65-74,2000.0,2000.0,220.0,584644,37.6
6519,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,65-74 years,65-74,2001.0,2001.0,204.0,572866,35.6
6520,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,65-74 years,65-74,2002.0,2002.0,192.0,564066,34.0
6521,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,65-74 years,65-74,2003.0,2003.0,214.0,556681,38.4
6522,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,65-74 years,65-74,2004.0,2004.0,175.0,550190,31.8
6523,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,65-74 years,65-74,2005.0,2005.0,201.0,543513,37.0
6524,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,65-74 years,65-74,2006.0,2006.0,167.0,537714,31.1
6525,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,65-74 years,65-74,2007.0,2007.0,167.0,542307,30.8
6526,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,65-74 years,65-74,2008.0,2008.0,197.0,558718,35.3
6527,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,65-74 years,65-74,2009.0,2009.0,183.0,570333,32.1
6528,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,65-74 years,65-74,2010.0,2010.0,179.0,577400,31.0
6529,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,65-74 years,65-74,2011.0,2011.0,153.0,589743,25.9
6530,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,65-74 years,65-74,2012.0,2012.0,159.0,624963,25.4
6531,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,65-74 years,65-74,2013.0,2013.0,207.0,648109,31.9
6532,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,65-74 years,65-74,2014.0,2014.0,189.0,668568,28.3
6533,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,65-74 years,65-74,2015.0,2015.0,186.0,688560,27.0
6534,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,65-74 years,65-74,2016.0,2016.0,198.0,709178,27.9
6535,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,65-74 years,65-74,2017.0,2017.0,204.0,734406,27.8
6536,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,75-84 years,75-84,1999.0,1999.0,473.0,454901,104.0
6537,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,75-84 years,75-84,2000.0,2000.0,492.0,460644,106.8
6538,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,75-84 years,75-84,2001.0,2001.0,501.0,465211,107.7
6539,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,75-84 years,75-84,2002.0,2002.0,524.0,467333,112.1
6540,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,75-84 years,75-84,2003.0,2003.0,512.0,466345,109.8
6541,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,75-84 years,75-84,2004.0,2004.0,530.0,465942,113.7
6542,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,75-84 years,75-84,2005.0,2005.0,525.0,460640,114.0
6543,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,75-84 years,75-84,2006.0,2006.0,540.0,452225,119.4
6544,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,75-84 years,75-84,2007.0,2007.0,535.0,446263,119.9
6545,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,75-84 years,75-84,2008.0,2008.0,466.0,438018,106.4
6546,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,75-84 years,75-84,2009.0,2009.0,472.0,428316,110.2
6547,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,75-84 years,75-84,2010.0,2010.0,474.0,422715,112.1
6548,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,75-84 years,75-84,2011.0,2011.0,389.0,414993,93.7
6549,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,75-84 years,75-84,2012.0,2012.0,412.0,409903,100.5
6550,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,75-84 years,75-84,2013.0,2013.0,396.0,404860,97.8
6551,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,75-84 years,75-84,2014.0,2014.0,383.0,400904,95.5
6552,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,75-84 years,75-84,2015.0,2015.0,395.0,397522,99.4
6553,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,75-84 years,75-84,2016.0,2016.0,404.0,398953,101.3
6554,Diseases of the genitourinary system,N00-N98,White,2106-3,Female,F,75-84 years,75-84,2017.0,2017.0,406.0,413168,98.3
